번호,지자체 유형,광역,기초,자치법규명,제개정일자,지방의회_기수,최종분야,,
34282,광역지자체,경상남도,경상남도,경상남도 지역연안관리심의회 구성 및 운영 조례,2019-03-28,지방의회 8기,농림수산,,
34283,광역지자체,경상남도,경상남도,경상남도 관광약자를 위한 관광환경 조성 조례,2019-03-28,지방의회 8기,문화관광,,
34284,기초지자체_시,경상남도,양산시,양산시 자치법규 입법예고에 관한 조례,2019-03-27,지방의회 8기,행정일반,,
34285,기초지자체_시,경상남도,양산시,양산시 4에이치활동 지원에 관한 조례,2019-03-27,지방의회 8기,농림수산,,
34286,기초지자체_시,경상남도,양산시,양산시 치유농업 육성 및 지원에 관한 조례,2019-03-27,지방의회 8기,농림수산,,
34287,기초지자체_시,경상남도,양산시,양산시 청소년육성위원회 구성 및 운영조례,2019-03-27,지방의회 8기,복지,,
34288,기초지자체_군,경상남도,고성군,고성군 보건진료소운영협의회 조례,2019-03-27,지방의회 8기,보건의료,,
34289,기초지자체_군,경상남도,고성군,고성군 건강생활실천협의 및 지역보건의료심의위원회 설치 운영에 관한 조례,2019-03-27,지방의회 8기,보건의료,,
34290,기초지자체_군,경상남도,고성군,고성군 자치분권 촉진 및 지원에 관한 조례,2019-03-27,지방의회 8기,행정일반,,
34291,기초지자체_군,경상남도,남해군,남해군 사회재난 구호 및 복구 지원에 관한 조례,2019-03-14,지방의회 8기,안전,,
34292,기초지자체_군,경상남도,남해군,남해군 의용소방대 지원 조례,2019-03-14,지방의회 8기,안전,,
34293,기초지자체_군,경상남도,남해군,남해군 지하안전위원회 설치 및 운영에 관한 조례,2019-03-14,지방의회 8기,안전,,
34294,기초지자체_군,경상남도,남해군,남해군 음식판매자동차의 영업장소 및 첨부서류에 관한 조례,2019-03-14,지방의회 8기,경제산업,,
34295,기초지자체_군,경상남도,남해군,남해군 국어 진흥 조례,2019-03-14,지방의회 8기,문화관광,,
34296,기초지자체_군,경상남도,함양군,함양군 민주평화통일자문회의 대행기관 운영에 관한 조례,2019-03-14,지방의회 8기,행정일반,,
34297,기초지자체_군,경상남도,함양군,함양군 사회재난 구호 및 복구 지원에 관한 조례,2019-03-14,지방의회 8기,안전,,
34298,기초지자체_군,경상남도,함양군,함양군 저소득주민 국민건강보험료 및 노인장기요양보험료 지원 조례,2019-03-14,지방의회 8기,복지,,
34299,기초지자체_군,경상남도,하동군,하동군 사회재난 구호 및 복구 지원에 관한 조례,2019-03-13,지방의회 8기,안전,,
34300,기초지자체_시,경상남도,사천시,사천시 동물보호에 관한 조례,2019-03-11,지방의회 8기,보건의료,,
34301,기초지자체_시,경상남도,사천시,사천시 교통질서 확립을 위한 지방보조금 지원 조례,2019-03-11,지방의회 8기,건설도시,,
34302,기초지자체_시,경상남도,사천시,사천시 성별영향평가 조례,2019-03-11,지방의회 8기,복지,,
34303,기초지자체_시,경상남도,진주시,진주시 인터넷시스템 설치 및 운영에 관한 조례,2019-03-08,지방의회 8기,행정일반,,
34304,기초지자체_시,경상남도,진주시,진주시 자치분권 촉진 및 지원에 관한 조례,2019-03-08,지방의회 8기,행정일반,,
34305,기초지자체_시,경상남도,거제시,거제시 지방공무원 수당 지급 조례,2019-02-28,지방의회 8기,행정일반,,
34306,기초지자체_군,경상남도,함안군,함안군 관급공사 임금체불 방지 등에 관한 조례,2019-02-19,지방의회 8기,건설도시,,
34307,기초지자체_군,경상남도,함안군,함안군 공영개발사업 특별회계 설치 및 운영 조례,2019-02-19,지방의회 8기,건설도시,,
34308,기초지자체_시,경상남도,창원시,창원시 디지털 홍보에 관한 조례,2019-02-15,지방의회 8기,행정일반,,
34309,기초지자체_시,경상남도,창원시,창원시 야생생물 보호 및 생물다양성 증진 지원 조례,2019-02-15,지방의회 8기,환경,,
34310,기초지자체_시,경상남도,밀양시,밀양시 도로복구 원인자부담금 징수 조례,2019-02-14,지방의회 8기,건설도시,,
34311,기초지자체_시,경상남도,밀양시,밀양시 장애인복지위원회 설치 및 운영조례,2019-02-14,지방의회 8기,복지,,
34312,기초지자체_시,경상남도,김해시,김해시 공영장례 지원에 관한 조례,2019-02-12,지방의회 8기,복지,,
34313,기초지자체_시,경상남도,김해시,김해시 부동산가격공시위원회 운영 조례,2019-02-12,지방의회 8기,건설도시,,
34314,기초지자체_시,경상남도,김해시,김해시 공공갈등 예방과 해결에 관한 조례,2019-02-12,지방의회 8기,행정일반,,
34315,기초지자체_시,경상남도,김해시,김해시 음식판매자동차 영업장소 등에 관한 조례,2019-02-12,지방의회 8기,경제산업,,
34316,기초지자체_군,경상남도,하동군,하동군 미세먼지 피해 저감 및 지원 조례,2019-02-12,지방의회 8기,환경,,
34317,광역지자체,경상남도,경상남도,경상남도 북한이탈주민 정착지원 조례,2019-02-08,지방의회 8기,복지,,
34318,기초지자체_군,경상남도,고성군,고성군 저소득주민 국민건강보험료 및 노인장기요양보험 지원에 관한 조례,2019-02-01,지방의회 8기,복지,,
34319,광역지자체,경상남도,경상남도,경상남도 공공보건의료지원단 설치 및 운영 조례,2019-01-31,지방의회 8기,보건의료,,
34320,기초지자체_군,경상남도,의령군,의령군 병역명문가 예우에 관한 조례,2019-01-30,지방의회 8기,복지,,
34321,기초지자체_군,경상남도,거창군,거창군 저소득주민 국민건강보험료 및 노인장기요양보험료 지원 조례,2019-01-30,지방의회 8기,복지,,
34322,기초지자체_시,경상남도,사천시,사천시 노거수 지정 및 보호ㆍ관리 조례,2019-01-04,지방의회 8기,환경,,
34323,광역지자체,경상남도,경상남도,경상남도 사회복지협의회 지원 조례,2019-01-03,지방의회 8기,복지,,
34324,광역지자체,경상남도,경상남도,경상남도 문화예술 창작공간 지원 조례,2019-01-03,지방의회 8기,문화관광,,
34325,광역지자체,경상남도,경상남도,경상남도 예술인 복지 증진에 관한 조례,2019-01-03,지방의회 8기,문화관광,,
34326,광역지자체,경상남도,경상남도,경상남도 장애인 문화예술 활동 지원 조례,2019-01-03,지방의회 8기,문화관광,,
34327,광역지자체,경상남도,경상남도,경상남도 저소득주민의 생활안정지원에 관한 조례,2019-01-03,지방의회 8기,복지,,
34328,광역지자체,경상남도,경상남도,경상남도 공공조형물의 설치 및 관리에 관한 조례,2019-01-03,지방의회 8기,문화관광,,
34329,광역지자체,경상남도,경상남도,경상남도 청소년 사회심리적 외상 지원에 관한 조례,2019-01-03,지방의회 8기,복지,,
34330,기초지자체_군,경상남도,함양군,함양군 여름철 물놀이 안전관리 조례,2019-01-03,지방의회 8기,안전,,
34331,기초지자체_군,경상남도,함양군,함양군 지하안전위원회 설치 및 운영 조례,2019-01-03,지방의회 8기,안전,,
34332,기초지자체_군,경상남도,함양군,함양군 환경오염행위 신고포상에 관한 조례,2019-01-03,지방의회 8기,환경,,
34333,기초지자체_군,경상남도,함양군,함양군 견인자동차 운영에 관한 조례,2019-01-03,지방의회 8기,건설도시,,
34334,기초지자체_군,경상남도,함양군,함양군 학생 학력 증진 지원 사업에 관한 조례,2019-01-03,지방의회 8기,교육,,
34335,기초지자체_군,경상남도,함양군,함양군 향교 및 서원의 활성화 지원에 관한 조례,2019-01-03,지방의회 8기,문화관광,,
34336,기초지자체_군,경상남도,고성군,고성군 지적재조사ㆍ경계결정위원회 및 지적재조사추진단 조직과 운영에 관한 조례,2019-01-01,지방의회 8기,건설도시,,
34337,기초지자체_군,경상남도,고성군,고성군 안전관리자문단구성 및 운영에 관한 조례,2019-01-01,지방의회 8기,안전,,
34338,기초지자체_시,경상남도,통영시,통영시 윤이상기념관 설치 및 운영 조례,2018-12-31,지방의회 8기,문화관광,,
34339,기초지자체_시,경상남도,통영시,통영시 에너지 기본 조례,2018-12-31,지방의회 8기,환경,,
34340,기초지자체_시,경상남도,통영시,통영시 치매관리 및 지원에 관한 조례,2018-12-31,지방의회 8기,보건의료,,
34341,기초지자체_시,경상남도,사천시,사천시 민간투자사업심의위원회 운영조례,2018-12-31,지방의회 8기,경제산업,,
34342,기초지자체_시,경상남도,사천시,사천시 홍보대사 운영조례,2018-12-31,지방의회 8기,행정일반,,
34343,기초지자체_시,경상남도,사천시,사천시 농업·농촌 및 식품산업정책심의회 설치· 운영조례,2018-12-31,지방의회 8기,농림수산,,
34344,기초지자체_시,경상남도,사천시,사천시 북한이탈주민 정착지원에 관한 조례,2018-12-31,지방의회 8기,복지,,
34345,기초지자체_시,경상남도,사천시,사천시 폐기물 처리시설사업 특별회계 설치 및 운용조례,2018-12-31,지방의회 8기,환경,,
34346,기초지자체_시,경상남도,사천시,사천시 생활폐기물 수집ㆍ운반 대행업체 평가조례,2018-12-31,지방의회 8기,환경,,
34347,기초지자체_시,경상남도,사천시,사천시 물가대책위원회 설치 및 운영조례,2018-12-31,지방의회 8기,경제산업,,
34348,기초지자체_시,경상남도,사천시,사천시 규제개혁위원회 설치 및 운영조례,2018-12-31,지방의회 8기,행정일반,,
34349,기초지자체_시,경상남도,사천시,사천시 출산친화도시 조성에 관한 조례,2018-12-31,지방의회 8기,복지,,
34350,기초지자체_시,경상남도,사천시,사천시 여름철 물놀이 안전관리조례,2018-12-31,지방의회 8기,안전,,
34351,기초지자체_시,경상남도,사천시,사천시 홀로 사는 노인 공동거주시설 설치 및 운영에 관한 조례,2018-12-31,지방의회 8기,복지,,
34352,기초지자체_군,경상남도,함안군,함안군 3대 이상 가정 효도수당 지원 조례,2018-12-31,지방의회 8기,복지,,
34353,기초지자체_군,경상남도,합천군,합천군 청년단체 지원에 관한 조례,2018-12-31,지방의회 8기,복지,,
34354,기초지자체_군,경상남도,합천군,합천군 공인 조례,2018-12-31,지방의회 8기,행정일반,,
34355,기초지자체_군,경상남도,합천군,합천군 위생업소 지원에 관한 조례,2018-12-31,지방의회 8기,보건의료,,
34356,기초지자체_군,경상남도,합천군,합천군 재난현장 통합지원본부 설치ㆍ운영 조례,2018-12-31,지방의회 8기,안전,,
34357,기초지자체_군,경상남도,합천군,합천군 농업인 월급제 지원에 관한 조례,2018-12-31,지방의회 8기,농림수산,,
34358,기초지자체_군,경상남도,합천군,합천군 지방공기업적용대상사업 기준에 관한 조례,2018-12-31,지방의회 8기,행정일반,,
34359,기초지자체_시,경상남도,김해시,김해시 복지재단 설립 및 운영에 관한 조례,2018-12-28,지방의회 8기,복지,,
34360,기초지자체_시,경상남도,김해시,김해시 공공조형물의 설치 및 관리 등에 관한 조례,2018-12-28,지방의회 8기,문화관광,,
34361,기초지자체_시,경상남도,김해시,김해시 병역명문가 예우에 관한 조례,2018-12-28,지방의회 8기,복지,,
34362,기초지자체_시,경상남도,김해시,김해시 기업환경시설 개선 지원 조례,2018-12-28,지방의회 8기,경제산업,,
34363,기초지자체_시,경상남도,김해시,김해시 사회재난 구호 및 복구 지원에 관한 조례,2018-12-28,지방의회 8기,안전,,
34364,기초지자체_시,경상남도,김해시,김해시 재난현장 통합지원본부 설치 및 운영 조례,2018-12-28,지방의회 8기,안전,,
34365,기초지자체_시,경상남도,김해시,김해시 의용소방대 지원 조례,2018-12-28,지방의회 8기,안전,,
34366,기초지자체_시,경상남도,거제시,거제해양관광개발공사 설립 및 운영 조례,2018-12-27,지방의회 8기,문화관광,,
34367,기초지자체_시,경상남도,거제시,거제시 국민불편 과태료 관련 규정 정비를 위한 거제해양관광개발공사 설립 및 운영 조례 등 4개 조례 일부개정조례,2018-12-27,지방의회 8기,행정일반,,
34368,기초지자체_시,경상남도,거제시,거제시 조례 제명 띄어쓰기 등 일괄개정  조례,2018-12-27,지방의회 8기,의회,,
